EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week
0.22,16.0%,0.0%,NE,KC,2.0,2020,4
1.14,84.7%,15.3%,BAL,CIN,3.5,2020,5
1.08,80.0%,11.1%,KC,LV,5.0,2020,5
1.05,76.6%,7.3%,SF,MIA,0.5,2020,5
1.04,76.0%,5.9%,PIT,PHI,2.5,2020,5
1.03,74.6%,3.9%,NO,LAC,2.5,2020,5
1.02,74.7%,6.1%,LAR,WAS,2.0,2020,5
0.99,71.7%,4.4%,SEA,MIN,2.5,2020,5
0.98,70.7%,2.4%,HOU,JAX,0.5,2020,5
0.96,72.7%,13.5%,ARI,NYJ,1.0,2020,5
0.94,75.3%,26.4%,DAL,NYG,1.5,2020,5
0.89,64.1%,1.3%,TB,CHI,2.5,2020,5
0.86,61.3%,0.2%,BUF,TEN,2.0,2020,5
0.78,55.7%,0.5%,ATL,CAR,0.5,2020,5
0.71,50.9%,0.1%,CLE,IND,2.0,2020,5
0.69,49.1%,0.1%,IND,CLE,2.0,2020,5
0.62,44.3%,0.2%,CAR,ATL,0.5,2020,5
0.54,38.7%,0.4%,TEN,BUF,1.5,2020,5
0.51,35.9%,0.0%,CHI,TB,0.5,2020,5
0.47,24.7%,0.0%,NYG,DAL,0.0,2020,5
0.44,27.3%,0.0%,NYJ,ARI,0.0,2020,5
0.42,29.3%,0.0%,JAX,HOU,0.0,2020,5
0.42,28.3%,0.0%,MIN,SEA,1.0,2020,5
0.38,25.3%,0.0%,WAS,LAR,0.0,2020,5
0.37,25.4%,0.0%,LAC,NO,1.5,2020,5
0.36,24.0%,0.0%,PHI,PIT,1.0,2020,5
0.36,23.4%,0.0%,MIA,SF,0.5,2020,5
0.32,20.0%,0.0%,LV,KC,1.0,2020,5
0.26,15.3%,0.0%,CIN,BAL,0.0,2020,5
1.27,79.2%,7.4%,BAL,PHI,3.5,2020,6
1.18,74.6%,7.8%,IND,CIN,1.0,2020,6
1.13,67.8%,1.0%,KC,BUF,5.0,2020,6
1.05,74.9%,23.5%,NE,DEN,1.5,2020,6
1.03,62.9%,2.3%,MIN,ATL,1.0,2020,6
1.02,63.6%,4.4%,TEN,HOU,1.5,2020,6
0.99,59.7%,0.9%,DET,JAX,0.5,2020,6
0.99,59.6%,0.8%,GB,TB,3.5,2020,6
0.98,59.2%,1.3%,PIT,CLE,2.0,2020,6
0.91,75.8%,47.2%,MIA,NYJ,0.5,2020,6
0.91,54.2%,0.2%,CAR,CHI,1.0,2020,6
0.89,54.0%,0.9%,LAR,SF,2.0,2020,6
0.86,52.2%,1.0%,NYG,WAS,0.0,2020,6
0.86,51.2%,0.2%,DAL,ARI,1.0,2020,6
0.81,48.8%,0.4%,ARI,DAL,1.0,2020,6
0.81,47.8%,0.2%,WAS,NYG,0.0,2020,6
0.78,46.0%,0.0%,SF,LAR,0.5,2020,6
0.77,45.8%,0.2%,CHI,CAR,0.5,2020,6
0.76,24.2%,0.0%,NYJ,MIA,0.0,2020,6
0.70,40.8%,0.0%,CLE,PIT,2.0,2020,6
0.69,40.4%,0.0%,TB,GB,2.0,2020,6
0.68,40.3%,0.1%,JAX,DET,0.0,2020,6
0.65,36.4%,0.0%,HOU,TEN,0.5,2020,6
0.64,37.1%,0.0%,ATL,MIN,0.5,2020,6
0.62,25.1%,0.0%,DEN,NE,0.0,2020,6
0.55,32.2%,0.0%,BUF,KC,2.0,2020,6
0.50,25.4%,0.0%,CIN,IND,0.0,2020,6
0.41,20.8%,0.0%,PHI,BAL,0.5,2020,6
1.12,72.2%,0.9%,LAR,CHI,2.0,2020,7
1.09,74.3%,9.1%,NO,CAR,2.5,2020,7
1.07,76.2%,16.7%,LAC,JAX,1.5,2020,7
1.06,73.5%,12.4%,KC,DEN,5.0,2020,7
1.01,67.2%,5.3%,PHI,NYG,1.0,2020,7
1.00,64.6%,0.6%,TB,LV,2.5,2020,7
0.98,63.1%,0.6%,SEA,ARI,3.0,2020,7
0.97,63.4%,1.9%,CLE,CIN,2.0,2020,7
0.96,80.1%,47.3%,BUF,NYJ,1.5,2020,7
0.94,60.2%,0.2%,NE,SF,1.5,2020,7
0.88,57.9%,3.0%,GB,HOU,3.5,2020,7
0.82,52.6%,0.5%,ATL,DET,0.5,2020,7
0.81,51.6%,0.1%,TEN,PIT,1.5,2020,7
0.79,50.0%,0.2%,WAS,DAL,0.0,2020,7
0.78,50.0%,0.7%,DAL,WAS,0.5,2020,7
0.76,48.4%,0.1%,PIT,TEN,2.5,2020,7
0.75,47.4%,0.1%,DET,ATL,0.5,2020,7
0.69,42.1%,0.0%,HOU,GB,0.5,2020,7
0.62,39.8%,0.0%,SF,NE,0.5,2020,7
0.60,19.9%,0.0%,NYJ,BUF,0.0,2020,7
0.59,36.6%,0.0%,CIN,CLE,0.0,2020,7
0.58,36.9%,0.0%,ARI,SEA,1.5,2020,7
0.56,35.4%,0.0%,LV,TB,1.0,2020,7
0.56,32.8%,0.0%,NYG,PHI,0.0,2020,7
0.51,26.5%,0.0%,DEN,KC,0.0,2020,7
0.49,23.8%,0.0%,JAX,LAC,0.0,2020,7
0.47,25.7%,0.0%,CAR,NO,0.5,2020,7
0.44,27.8%,0.1%,CHI,LAR,0.5,2020,7
