Year,Week,Calendar Date,Home Team,Away Team,Winner/tie,Loser/tie,PtsW,PtsL
2010,1,2010-09-09,NO,MIN,NO,MIN,14.0,9.0
2010,1,2010-09-12,BUF,MIA,MIA,BUF,15.0,10.0
2010,1,2010-09-12,CHI,DET,CHI,DET,19.0,14.0
2010,1,2010-09-12,HOU,IND,HOU,IND,34.0,24.0
2010,1,2010-09-12,JAX,DEN,JAX,DEN,24.0,17.0
2010,1,2010-09-12,NE,CIN,NE,CIN,38.0,24.0
2010,1,2010-09-12,NYG,CAR,NYG,CAR,31.0,18.0
2010,1,2010-09-12,PIT,ATL,PIT,ATL,15.0,9.0
2010,1,2010-09-12,TB,CLE,TB,CLE,17.0,14.0
2010,1,2010-09-12,TEN,OAK,TEN,OAK,38.0,13.0
2010,1,2010-09-12,PHI,GB,GB,PHI,27.0,20.0
2010,1,2010-09-12,SEA,SF,SEA,SF,31.0,6.0
2010,1,2010-09-12,STL,ARI,ARI,STL,17.0,13.0
2010,1,2010-09-12,WSH,DAL,WSH,DAL,13.0,7.0
2010,1,2010-09-13,NYJ,BAL,BAL,NYJ,10.0,9.0
2010,1,2010-09-13,KC,SD,KC,SD,21.0,14.0
2010,2,2010-09-19,ATL,ARI,ATL,ARI,41.0,7.0
2010,2,2010-09-19,CAR,TB,TB,CAR,20.0,7.0
2010,2,2010-09-19,CIN,BAL,CIN,BAL,15.0,10.0
2010,2,2010-09-19,CLE,KC,KC,CLE,16.0,14.0
2010,2,2010-09-19,DAL,CHI,CHI,DAL,27.0,20.0
2010,2,2010-09-19,DET,PHI,PHI,DET,35.0,32.0
2010,2,2010-09-19,GB,BUF,GB,BUF,34.0,7.0
2010,2,2010-09-19,MIN,MIA,MIA,MIN,14.0,10.0
2010,2,2010-09-19,TEN,PIT,PIT,TEN,19.0,11.0
2010,2,2010-09-19,DEN,SEA,DEN,SEA,31.0,14.0
2010,2,2010-09-19,OAK,STL,OAK,STL,16.0,14.0
2010,2,2010-09-19,NYJ,NE,NYJ,NE,28.0,14.0
2010,2,2010-09-19,SD,JAX,SD,JAX,38.0,13.0
2010,2,2010-09-19,WSH,HOU,HOU,WSH,30.0,27.0
2010,2,2010-09-19,IND,NYG,IND,NYG,38.0,14.0
2010,2,2010-09-20,SF,NO,NO,SF,25.0,22.0
2010,3,2010-09-26,BAL,CLE,BAL,CLE,24.0,17.0
2010,3,2010-09-26,CAR,CIN,CIN,CAR,20.0,7.0
2010,3,2010-09-26,HOU,DAL,DAL,HOU,27.0,13.0
2010,3,2010-09-26,KC,SF,KC,SF,31.0,10.0
2010,3,2010-09-26,MIN,DET,MIN,DET,24.0,10.0
2010,3,2010-09-26,NE,BUF,NE,BUF,38.0,30.0
2010,3,2010-09-26,NO,ATL,ATL,NO,27.0,24.0
2010,3,2010-09-26,NYG,TEN,TEN,NYG,29.0,10.0
2010,3,2010-09-26,TB,PIT,PIT,TB,38.0,13.0
2010,3,2010-09-26,JAX,PHI,PHI,JAX,28.0,3.0
2010,3,2010-09-26,STL,WSH,STL,WSH,30.0,16.0
2010,3,2010-09-26,ARI,OAK,ARI,OAK,24.0,23.0
2010,3,2010-09-26,DEN,IND,IND,DEN,27.0,13.0
2010,3,2010-09-26,SEA,SD,SEA,SD,27.0,20.0
2010,3,2010-09-26,MIA,NYJ,NYJ,MIA,31.0,23.0
2010,3,2010-09-27,CHI,GB,CHI,GB,20.0,17.0
2010,4,2010-10-03,ATL,SF,ATL,SF,16.0,14.0
2010,4,2010-10-03,BUF,NYJ,NYJ,BUF,38.0,14.0
2010,4,2010-10-03,CLE,CIN,CLE,CIN,23.0,20.0
2010,4,2010-10-03,GB,DET,GB,DET,28.0,26.0
2010,4,2010-10-03,NO,CAR,NO,CAR,16.0,14.0
2010,4,2010-10-03,PIT,BAL,BAL,PIT,17.0,14.0
2010,4,2010-10-03,STL,SEA,STL,SEA,20.0,3.0
2010,4,2010-10-03,TEN,DEN,DEN,TEN,26.0,20.0
2010,4,2010-10-03,JAX,IND,JAX,IND,31.0,28.0
2010,4,2010-10-03,OAK,HOU,HOU,OAK,31.0,24.0
2010,4,2010-10-03,PHI,WSH,WSH,PHI,17.0,12.0
2010,4,2010-10-03,SD,ARI,SD,ARI,41.0,10.0
2010,4,2010-10-03,NYG,CHI,NYG,CHI,17.0,3.0
2010,4,2010-10-04,MIA,NE,NE,MIA,41.0,14.0
2010,5,2010-10-10,BAL,DEN,BAL,DEN,31.0,17.0
2010,5,2010-10-10,BUF,JAX,JAX,BUF,36.0,26.0
2010,5,2010-10-10,CAR,CHI,CHI,CAR,23.0,6.0
2010,5,2010-10-10,CIN,TB,TB,CIN,24.0,21.0
2010,5,2010-10-10,CLE,ATL,ATL,CLE,20.0,10.0
2010,5,2010-10-10,DET,STL,DET,STL,44.0,6.0
2010,5,2010-10-10,HOU,NYG,NYG,HOU,34.0,10.0
2010,5,2010-10-10,IND,KC,IND,KC,19.0,9.0
2010,5,2010-10-10,WSH,GB,WSH,GB,16.0,13.0
2010,5,2010-10-10,ARI,NO,ARI,NO,30.0,20.0
2010,5,2010-10-10,DAL,TEN,TEN,DAL,34.0,27.0
2010,5,2010-10-10,OAK,SD,OAK,SD,35.0,27.0
2010,5,2010-10-10,SF,PHI,PHI,SF,27.0,24.0
2010,5,2010-10-11,NYJ,MIN,NYJ,MIN,29.0,20.0
2010,6,2010-10-17,CHI,SEA,SEA,CHI,23.0,20.0
2010,6,2010-10-17,GB,MIA,MIA,GB,23.0,20.0
2010,6,2010-10-17,HOU,KC,HOU,KC,35.0,31.0
2010,6,2010-10-17,NE,BAL,NE,BAL,23.0,20.0
2010,6,2010-10-17,NYG,DET,NYG,DET,28.0,20.0
2010,6,2010-10-17,PHI,ATL,PHI,ATL,31.0,17.0
2010,6,2010-10-17,PIT,CLE,PIT,CLE,28.0,10.0
2010,6,2010-10-17,STL,SD,STL,SD,20.0,17.0
2010,6,2010-10-17,TB,NO,NO,TB,31.0,6.0
2010,6,2010-10-17,DEN,NYJ,NYJ,DEN,24.0,20.0
2010,6,2010-10-17,SF,OAK,SF,OAK,17.0,9.0
2010,6,2010-10-17,MIN,DAL,MIN,DAL,24.0,21.0
2010,6,2010-10-17,WSH,IND,IND,WSH,27.0,24.0
2010,6,2010-10-18,JAX,TEN,TEN,JAX,30.0,3.0
2010,7,2010-10-24,ATL,CIN,ATL,CIN,39.0,32.0
2010,7,2010-10-24,BAL,BUF,BAL,BUF,37.0,34.0
2010,7,2010-10-24,CAR,SF,CAR,SF,23.0,20.0
2010,7,2010-10-24,CHI,WSH,WSH,CHI,17.0,14.0
2010,7,2010-10-24,KC,JAX,KC,JAX,42.0,20.0
2010,7,2010-10-24,MIA,PIT,PIT,MIA,23.0,22.0
2010,7,2010-10-24,NO,CLE,CLE,NO,30.0,17.0
2010,7,2010-10-24,TB,STL,TB,STL,18.0,17.0
2010,7,2010-10-24,TEN,PHI,TEN,PHI,37.0,19.0
2010,7,2010-10-24,SEA,ARI,SEA,ARI,22.0,10.0
2010,7,2010-10-24,DEN,OAK,OAK,DEN,59.0,14.0
2010,7,2010-10-24,SD,NE,NE,SD,23.0,20.0
2010,7,2010-10-24,GB,MIN,GB,MIN,28.0,24.0
2010,7,2010-10-25,DAL,NYG,NYG,DAL,41.0,35.0
2010,8,2010-10-31,CIN,MIA,MIA,CIN,22.0,14.0
2010,8,2010-10-31,DAL,JAX,JAX,DAL,35.0,17.0
2010,8,2010-10-31,DET,WSH,DET,WSH,37.0,25.0
2010,8,2010-10-31,KC,BUF,KC,BUF,13.0,10.0
2010,8,2010-10-31,NYJ,GB,GB,NYJ,9.0,0.0
2010,8,2010-10-31,SF,DEN,SF,DEN,24.0,16.0
2010,8,2010-10-31,STL,CAR,STL,CAR,20.0,10.0
2010,8,2010-10-31,SD,TEN,SD,TEN,33.0,25.0
2010,8,2010-10-31,ARI,TB,TB,ARI,38.0,35.0
2010,8,2010-10-31,NE,MIN,NE,MIN,28.0,18.0
2010,8,2010-10-31,OAK,SEA,OAK,SEA,33.0,3.0
2010,8,2010-10-31,NO,PIT,NO,PIT,20.0,10.0
2010,8,2010-11-01,IND,HOU,IND,HOU,30.0,17.0
2010,9,2010-11-07,ATL,TB,ATL,TB,27.0,21.0
2010,9,2010-11-07,BAL,MIA,BAL,MIA,26.0,10.0
2010,9,2010-11-07,BUF,CHI,CHI,BUF,22.0,19.0
2010,9,2010-11-07,CAR,NO,NO,CAR,34.0,3.0
2010,9,2010-11-07,CLE,NE,CLE,NE,34.0,14.0
2010,9,2010-11-07,DET,NYJ,NYJ,DET,23.0,20.0
2010,9,2010-11-07,HOU,SD,SD,HOU,29.0,23.0
2010,9,2010-11-07,MIN,ARI,MIN,ARI,27.0,24.0
2010,9,2010-11-07,SEA,NYG,NYG,SEA,41.0,7.0
2010,9,2010-11-07,OAK,KC,OAK,KC,23.0,20.0
2010,9,2010-11-07,PHI,IND,PHI,IND,26.0,24.0
2010,9,2010-11-07,GB,DAL,GB,DAL,45.0,7.0
2010,9,2010-11-08,CIN,PIT,PIT,CIN,27.0,21.0
2010,10,2010-11-11,ATL,BAL,ATL,BAL,26.0,21.0
2010,10,2010-11-14,BUF,DET,BUF,DET,14.0,12.0
2010,10,2010-11-14,CHI,MIN,CHI,MIN,27.0,13.0
2010,10,2010-11-14,CLE,NYJ,NYJ,CLE,26.0,20.0
2010,10,2010-11-14,IND,CIN,IND,CIN,23.0,17.0
2010,10,2010-11-14,JAX,HOU,JAX,HOU,31.0,24.0
2010,10,2010-11-14,MIA,TEN,MIA,TEN,29.0,17.0
2010,10,2010-11-14,TB,CAR,TB,CAR,31.0,16.0
2010,10,2010-11-14,DEN,KC,DEN,KC,49.0,29.0
2010,10,2010-11-14,ARI,SEA,SEA,ARI,36.0,18.0
2010,10,2010-11-14,NYG,DAL,DAL,NYG,33.0,20.0
2010,10,2010-11-14,SF,STL,SF,STL,23.0,20.0
2010,10,2010-11-14,PIT,NE,NE,PIT,39.0,26.0
2010,10,2010-11-15,WSH,PHI,PHI,WSH,59.0,28.0
2010,11,2010-11-18,MIA,CHI,CHI,MIA,16.0,0.0
2010,11,2010-11-21,CAR,BAL,BAL,CAR,37.0,13.0
2010,11,2010-11-21,CIN,BUF,BUF,CIN,49.0,31.0
2010,11,2010-11-21,DAL,DET,DAL,DET,35.0,19.0
2010,11,2010-11-21,JAX,CLE,JAX,CLE,24.0,20.0
2010,11,2010-11-21,KC,ARI,KC,ARI,31.0,13.0
2010,11,2010-11-21,MIN,GB,GB,MIN,31.0,3.0
2010,11,2010-11-21,NYJ,HOU,NYJ,HOU,30.0,27.0
2010,11,2010-11-21,PIT,OAK,PIT,OAK,35.0,3.0
2010,11,2010-11-21,TEN,WSH,WSH,TEN,19.0,16.0
2010,11,2010-11-21,NO,SEA,NO,SEA,34.0,19.0
2010,11,2010-11-21,SF,TB,TB,SF,21.0,0.0
2010,11,2010-11-21,STL,ATL,ATL,STL,34.0,17.0
2010,11,2010-11-21,NE,IND,NE,IND,31.0,28.0
2010,11,2010-11-21,PHI,NYG,PHI,NYG,27.0,17.0
2010,11,2010-11-22,SD,DEN,SD,DEN,35.0,14.0
2010,12,2010-11-25,DET,NE,NE,DET,45.0,24.0
2010,12,2010-11-25,DAL,NO,NO,DAL,30.0,27.0
2010,12,2010-11-25,NYJ,CIN,NYJ,CIN,26.0,10.0
2010,12,2010-11-28,ATL,GB,ATL,GB,20.0,17.0
2010,12,2010-11-28,BUF,PIT,PIT,BUF,19.0,16.0
2010,12,2010-11-28,CLE,CAR,CLE,CAR,24.0,23.0
2010,12,2010-11-28,HOU,TEN,HOU,TEN,20.0,0.0
2010,12,2010-11-28,NYG,JAX,NYG,JAX,24.0,20.0
2010,12,2010-11-28,WSH,MIN,MIN,WSH,17.0,13.0
2010,12,2010-11-28,OAK,MIA,MIA,OAK,33.0,17.0
2010,12,2010-11-28,SEA,KC,KC,SEA,42.0,24.0
2010,12,2010-11-28,BAL,TB,BAL,TB,17.0,10.0
2010,12,2010-11-28,CHI,PHI,CHI,PHI,31.0,26.0
2010,12,2010-11-28,DEN,STL,STL,DEN,36.0,33.0
2010,12,2010-11-28,IND,SD,SD,IND,36.0,14.0
2010,12,2010-11-29,ARI,SF,SF,ARI,27.0,6.0
2010,13,2010-12-02,PHI,HOU,PHI,HOU,34.0,24.0
2010,13,2010-12-05,CIN,NO,NO,CIN,34.0,30.0
2010,13,2010-12-05,DET,CHI,CHI,DET,24.0,20.0
2010,13,2010-12-05,GB,SF,GB,SF,34.0,16.0
2010,13,2010-12-05,KC,DEN,KC,DEN,10.0,6.0
2010,13,2010-12-05,MIA,CLE,CLE,MIA,13.0,10.0
2010,13,2010-12-05,MIN,BUF,MIN,BUF,38.0,14.0
2010,13,2010-12-05,NYG,WSH,NYG,WSH,31.0,7.0
2010,13,2010-12-05,TEN,JAX,JAX,TEN,17.0,6.0
2010,13,2010-12-05,SD,OAK,OAK,SD,28.0,13.0
2010,13,2010-12-05,ARI,STL,STL,ARI,19.0,6.0
2010,13,2010-12-05,IND,DAL,DAL,IND,38.0,35.0
2010,13,2010-12-05,SEA,CAR,SEA,CAR,31.0,14.0
2010,13,2010-12-05,TB,ATL,ATL,TB,28.0,24.0
2010,13,2010-12-05,BAL,PIT,PIT,BAL,13.0,10.0
2010,13,2010-12-06,NE,NYJ,NE,NYJ,45.0,3.0
2010,14,2010-12-09,TEN,IND,IND,TEN,30.0,28.0
2010,14,2010-12-12,BUF,CLE,BUF,CLE,13.0,6.0
2010,14,2010-12-12,CAR,ATL,ATL,CAR,31.0,10.0
2010,14,2010-12-12,DET,GB,DET,GB,7.0,3.0
2010,14,2010-12-12,JAX,OAK,JAX,OAK,38.0,31.0
2010,14,2010-12-12,PIT,CIN,PIT,CIN,23.0,7.0
2010,14,2010-12-12,WSH,TB,TB,WSH,17.0,16.0
2010,14,2010-12-12,NO,STL,NO,STL,31.0,13.0
2010,14,2010-12-12,SF,SEA,SF,SEA,40.0,21.0
2010,14,2010-12-12,ARI,DEN,ARI,DEN,43.0,13.0
2010,14,2010-12-12,CHI,NE,NE,CHI,36.0,7.0
2010,14,2010-12-12,NYJ,MIA,MIA,NYJ,10.0,6.0
2010,14,2010-12-12,SD,KC,SD,KC,31.0,0.0
2010,14,2010-12-12,DAL,PHI,PHI,DAL,30.0,27.0
2010,14,2010-12-13,MIN,NYG,NYG,MIN,21.0,3.0
2010,14,2010-12-13,HOU,BAL,BAL,HOU,34.0,28.0
2010,15,2010-12-16,SD,SF,SD,SF,34.0,7.0
2010,15,2010-12-19,BAL,NO,BAL,NO,30.0,24.0
2010,15,2010-12-19,CAR,ARI,CAR,ARI,19.0,12.0
2010,15,2010-12-19,CIN,CLE,CIN,CLE,19.0,17.0
2010,15,2010-12-19,DAL,WSH,DAL,WSH,33.0,30.0
2010,15,2010-12-19,IND,JAX,IND,JAX,34.0,24.0
2010,15,2010-12-19,MIA,BUF,BUF,MIA,17.0,14.0
2010,15,2010-12-19,NYG,PHI,PHI,NYG,38.0,31.0
2010,15,2010-12-19,STL,KC,KC,STL,27.0,13.0
2010,15,2010-12-19,TB,DET,DET,TB,23.0,20.0
2010,15,2010-12-19,TEN,HOU,TEN,HOU,31.0,17.0
2010,15,2010-12-19,SEA,ATL,ATL,SEA,34.0,18.0
2010,15,2010-12-19,OAK,DEN,OAK,DEN,39.0,23.0
2010,15,2010-12-19,PIT,NYJ,NYJ,PIT,22.0,17.0
2010,15,2010-12-19,NE,GB,NE,GB,31.0,27.0
2010,15,2010-12-20,MIN,CHI,CHI,MIN,40.0,14.0
2010,16,2010-12-23,PIT,CAR,PIT,CAR,27.0,3.0
2010,16,2010-12-25,ARI,DAL,ARI,DAL,27.0,26.0
2010,16,2010-12-26,BUF,NE,NE,BUF,34.0,3.0
2010,16,2010-12-26,CHI,NYJ,CHI,NYJ,38.0,34.0
2010,16,2010-12-26,CLE,BAL,BAL,CLE,20.0,10.0
2010,16,2010-12-26,JAX,WSH,WSH,JAX,20.0,17.0
2010,16,2010-12-26,KC,TEN,KC,TEN,34.0,14.0
2010,16,2010-12-26,MIA,DET,DET,MIA,34.0,27.0
2010,16,2010-12-26,STL,SF,STL,SF,25.0,17.0
2010,16,2010-12-26,CIN,SD,CIN,SD,34.0,20.0
2010,16,2010-12-26,DEN,HOU,DEN,HOU,24.0,23.0
2010,16,2010-12-26,OAK,IND,IND,OAK,31.0,26.0
2010,16,2010-12-26,GB,NYG,GB,NYG,45.0,17.0
2010,16,2010-12-26,TB,SEA,TB,SEA,38.0,15.0
2010,16,2010-12-27,ATL,NO,NO,ATL,17.0,14.0
2010,16,2010-12-28,PHI,MIN,MIN,PHI,24.0,14.0
2010,17,2011-01-02,ATL,CAR,ATL,CAR,31.0,10.0
2010,17,2011-01-02,BAL,CIN,BAL,CIN,13.0,7.0
2010,17,2011-01-02,CLE,PIT,PIT,CLE,41.0,9.0
2010,17,2011-01-02,DET,MIN,DET,MIN,20.0,13.0
2010,17,2011-01-02,KC,OAK,OAK,KC,31.0,10.0
2010,17,2011-01-02,NE,MIA,NE,MIA,38.0,7.0
2010,17,2011-01-02,NO,TB,TB,NO,23.0,13.0
2010,17,2011-01-02,NYJ,BUF,NYJ,BUF,38.0,7.0
2010,17,2011-01-02,DEN,SD,SD,DEN,33.0,28.0
2010,17,2011-01-02,GB,CHI,GB,CHI,10.0,3.0
2010,17,2011-01-02,HOU,JAX,HOU,JAX,34.0,17.0
2010,17,2011-01-02,IND,TEN,IND,TEN,23.0,20.0
2010,17,2011-01-02,PHI,DAL,DAL,PHI,14.0,13.0
2010,17,2011-01-02,SF,ARI,SF,ARI,38.0,7.0
2010,17,2011-01-02,WSH,NYG,NYG,WSH,17.0,14.0
2010,17,2011-01-02,SEA,STL,SEA,STL,16.0,6.0
2011,1,2011-09-08,GB,NO,GB,NO,42.0,34.0
2011,1,2011-09-11,BAL,PIT,BAL,PIT,35.0,7.0
2011,1,2011-09-11,CHI,ATL,CHI,ATL,30.0,12.0
2011,1,2011-09-11,CLE,CIN,CIN,CLE,27.0,17.0
2011,1,2011-09-11,HOU,IND,HOU,IND,34.0,7.0
2011,1,2011-09-11,JAX,TEN,JAX,TEN,16.0,14.0
2011,1,2011-09-11,KC,BUF,BUF,KC,41.0,7.0
2011,1,2011-09-11,STL,PHI,PHI,STL,31.0,13.0
2011,1,2011-09-11,TB,DET,DET,TB,27.0,20.0
2011,1,2011-09-11,ARI,CAR,ARI,CAR,28.0,21.0
2011,1,2011-09-11,SD,MIN,SD,MIN,24.0,17.0
2011,1,2011-09-11,SF,SEA,SF,SEA,33.0,17.0
2011,1,2011-09-11,WSH,NYG,WSH,NYG,28.0,14.0
2011,1,2011-09-11,NYJ,DAL,NYJ,DAL,27.0,24.0
2011,1,2011-09-12,MIA,NE,NE,MIA,38.0,24.0
2011,1,2011-09-12,DEN,OAK,OAK,DEN,23.0,20.0
2011,2,2011-09-18,BUF,OAK,BUF,OAK,38.0,35.0
2011,2,2011-09-18,CAR,GB,GB,CAR,30.0,23.0
2011,2,2011-09-18,DET,KC,DET,KC,48.0,3.0
2011,2,2011-09-18,IND,CLE,CLE,IND,27.0,19.0
2011,2,2011-09-18,MIN,TB,TB,MIN,24.0,20.0
2011,2,2011-09-18,NO,CHI,NO,CHI,30.0,13.0
2011,2,2011-09-18,NYJ,JAX,NYJ,JAX,32.0,3.0
2011,2,2011-09-18,PIT,SEA,PIT,SEA,24.0,0.0
2011,2,2011-09-18,TEN,BAL,TEN,BAL,26.0,13.0
2011,2,2011-09-18,WSH,ARI,WSH,ARI,22.0,21.0
2011,2,2011-09-18,SF,DAL,DAL,SF,27.0,24.0
2011,2,2011-09-18,DEN,CIN,DEN,CIN,24.0,22.0
2011,2,2011-09-18,MIA,HOU,HOU,MIA,23.0,13.0
2011,2,2011-09-18,NE,SD,NE,SD,35.0,21.0
2011,2,2011-09-18,ATL,PHI,ATL,PHI,35.0,31.0
2011,2,2011-09-19,NYG,STL,NYG,STL,28.0,16.0
2011,3,2011-09-25,BUF,NE,BUF,NE,34.0,31.0
2011,3,2011-09-25,CAR,JAX,CAR,JAX,16.0,10.0
2011,3,2011-09-25,CIN,SF,SF,CIN,13.0,8.0
2011,3,2011-09-25,CLE,MIA,CLE,MIA,17.0,16.0
2011,3,2011-09-25,MIN,DET,DET,MIN,26.0,23.0
2011,3,2011-09-25,NO,HOU,NO,HOU,40.0,33.0
2011,3,2011-09-25,PHI,NYG,NYG,PHI,29.0,16.0
2011,3,2011-09-25,TEN,DEN,TEN,DEN,17.0,14.0
2011,3,2011-09-25,OAK,NYJ,OAK,NYJ,34.0,24.0
2011,3,2011-09-25,SD,KC,SD,KC,20.0,17.0
2011,3,2011-09-25,STL,BAL,BAL,STL,37.0,7.0
2011,3,2011-09-25,CHI,GB,GB,CHI,27.0,17.0
2011,3,2011-09-25,SEA,ARI,SEA,ARI,13.0,10.0
2011,3,2011-09-25,TB,ATL,TB,ATL,16.0,13.0
2011,3,2011-09-25,IND,PIT,PIT,IND,23.0,20.0
2011,3,2011-09-26,DAL,WSH,DAL,WSH,18.0,16.0
2011,4,2011-10-02,CHI,CAR,CHI,CAR,34.0,29.0
2011,4,2011-10-02,CIN,BUF,CIN,BUF,23.0,20.0
2011,4,2011-10-02,CLE,TEN,TEN,CLE,31.0,13.0
2011,4,2011-10-02,DAL,DET,DET,DAL,34.0,30.0
2011,4,2011-10-02,HOU,PIT,HOU,PIT,17.0,10.0
2011,4,2011-10-02,JAX,NO,NO,JAX,23.0,10.0
2011,4,2011-10-02,KC,MIN,KC,MIN,22.0,17.0
2011,4,2011-10-02,PHI,SF,SF,PHI,24.0,23.0
2011,4,2011-10-02,STL,WSH,WSH,STL,17.0,10.0
2011,4,2011-10-02,ARI,NYG,NYG,ARI,31.0,27.0
2011,4,2011-10-02,SEA,ATL,ATL,SEA,30.0,28.0
2011,4,2011-10-02,GB,DEN,GB,DEN,49.0,23.0
2011,4,2011-10-02,OAK,NE,NE,OAK,31.0,19.0
2011,4,2011-10-02,SD,MIA,SD,MIA,26.0,16.0
2011,4,2011-10-02,BAL,NYJ,BAL,NYJ,34.0,17.0
2011,4,2011-10-03,TB,IND,TB,IND,24.0,17.0
2011,5,2011-10-09,BUF,PHI,BUF,PHI,31.0,24.0
2011,5,2011-10-09,CAR,NO,NO,CAR,30.0,27.0
2011,5,2011-10-09,HOU,OAK,OAK,HOU,25.0,20.0
2011,5,2011-10-09,IND,KC,KC,IND,28.0,24.0
2011,5,2011-10-09,JAX,CIN,CIN,JAX,30.0,20.0
2011,5,2011-10-09,MIN,ARI,MIN,ARI,34.0,10.0
2011,5,2011-10-09,NYG,SEA,SEA,NYG,36.0,25.0
2011,5,2011-10-09,PIT,TEN,PIT,TEN,38.0,17.0
2011,5,2011-10-09,SF,TB,SF,TB,48.0,3.0
2011,5,2011-10-09,DEN,SD,SD,DEN,29.0,24.0
2011,5,2011-10-09,NE,NYJ,NE,NYJ,30.0,21.0
2011,5,2011-10-09,ATL,GB,GB,ATL,25.0,14.0
2011,5,2011-10-10,DET,CHI,DET,CHI,24.0,13.0
2011,6,2011-10-16,ATL,CAR,ATL,CAR,31.0,17.0
2011,6,2011-10-16,CIN,IND,CIN,IND,27.0,17.0
2011,6,2011-10-16,DET,SF,SF,DET,25.0,19.0
2011,6,2011-10-16,GB,STL,GB,STL,24.0,3.0
2011,6,2011-10-16,NYG,BUF,NYG,BUF,27.0,24.0
2011,6,2011-10-16,PIT,JAX,PIT,JAX,17.0,13.0
2011,6,2011-10-16,WSH,PHI,PHI,WSH,20.0,13.0
2011,6,2011-10-16,BAL,HOU,BAL,HOU,29.0,14.0
2011,6,2011-10-16,OAK,CLE,OAK,CLE,24.0,17.0
2011,6,2011-10-16,NE,DAL,NE,DAL,20.0,16.0
2011,6,2011-10-16,TB,NO,TB,NO,26.0,20.0
2011,6,2011-10-16,CHI,MIN,CHI,MIN,39.0,10.0
2011,6,2011-10-17,NYJ,MIA,NYJ,MIA,24.0,6.0
2011,7,2011-10-23,CAR,WSH,CAR,WSH,33.0,20.0
2011,7,2011-10-23,CLE,SEA,CLE,SEA,6.0,3.0
2011,7,2011-10-23,DET,ATL,ATL,DET,23.0,16.0
2011,7,2011-10-23,MIA,DEN,DEN,MIA,18.0,15.0
2011,7,2011-10-23,NYJ,SD,NYJ,SD,27.0,21.0
2011,7,2011-10-23,TB,CHI,CHI,TB,24.0,18.0
2011,7,2011-10-23,TEN,HOU,HOU,TEN,41.0,7.0
2011,7,2011-10-23,ARI,PIT,PIT,ARI,32.0,20.0
2011,7,2011-10-23,OAK,KC,KC,OAK,28.0,0.0
2011,7,2011-10-23,DAL,STL,DAL,STL,34.0,7.0
2011,7,2011-10-23,MIN,GB,GB,MIN,33.0,27.0
2011,7,2011-10-23,NO,IND,NO,IND,62.0,7.0
2011,7,2011-10-24,JAX,BAL,JAX,BAL,12.0,7.0
2011,8,2011-10-30,BAL,ARI,BAL,ARI,30.0,27.0
2011,8,2011-10-30,CAR,MIN,MIN,CAR,24.0,21.0
2011,8,2011-10-30,HOU,JAX,HOU,JAX,24.0,14.0
2011,8,2011-10-30,NYG,MIA,NYG,MIA,20.0,17.0
2011,8,2011-10-30,STL,NO,STL,NO,31.0,21.0
2011,8,2011-10-30,TEN,IND,TEN,IND,27.0,10.0
2011,8,2011-10-30,BUF,WSH,BUF,WSH,23.0,0.0
2011,8,2011-10-30,DEN,DET,DET,DEN,45.0,10.0
2011,8,2011-10-30,PIT,NE,PIT,NE,25.0,17.0
2011,8,2011-10-30,SEA,CIN,CIN,SEA,34.0,12.0
2011,8,2011-10-30,SF,CLE,SF,CLE,20.0,10.0
2011,8,2011-10-30,PHI,DAL,PHI,DAL,34.0,7.0
2011,8,2011-10-31,KC,SD,KC,SD,23.0,20.0
2011,9,2011-11-06,BUF,NYJ,NYJ,BUF,27.0,11.0
2011,9,2011-11-06,DAL,SEA,DAL,SEA,23.0,13.0
2011,9,2011-11-06,HOU,CLE,HOU,CLE,30.0,12.0
2011,9,2011-11-06,IND,ATL,ATL,IND,31.0,7.0
2011,9,2011-11-06,KC,MIA,MIA,KC,31.0,3.0
2011,9,2011-11-06,NO,TB,NO,TB,27.0,16.0
2011,9,2011-11-06,WSH,SF,SF,WSH,19.0,11.0
2011,9,2011-11-06,OAK,DEN,DEN,OAK,38.0,24.0
2011,9,2011-11-06,TEN,CIN,CIN,TEN,24.0,17.0
2011,9,2011-11-06,ARI,STL,ARI,STL,19.0,13.0
2011,9,2011-11-06,NE,NYG,NYG,NE,24.0,20.0
2011,9,2011-11-06,SD,GB,GB,SD,45.0,38.0
2011,9,2011-11-06,PIT,BAL,BAL,PIT,23.0,20.0
2011,9,2011-11-07,PHI,CHI,CHI,PHI,30.0,24.0
2011,10,2011-11-10,SD,OAK,OAK,SD,24.0,17.0
2011,10,2011-11-13,ATL,NO,NO,ATL,26.0,23.0
2011,10,2011-11-13,CAR,TEN,TEN,CAR,30.0,3.0
2011,10,2011-11-13,CIN,PIT,PIT,CIN,24.0,17.0
2011,10,2011-11-13,CLE,STL,STL,CLE,13.0,12.0
2011,10,2011-11-13,DAL,BUF,DAL,BUF,44.0,7.0
2011,10,2011-11-13,IND,JAX,JAX,IND,17.0,3.0
2011,10,2011-11-13,KC,DEN,DEN,KC,17.0,10.0
2011,10,2011-11-13,MIA,WSH,MIA,WSH,20.0,9.0
2011,10,2011-11-13,PHI,ARI,ARI,PHI,21.0,17.0
2011,10,2011-11-13,TB,HOU,HOU,TB,37.0,9.0
2011,10,2011-11-13,SEA,BAL,SEA,BAL,22.0,17.0
2011,10,2011-11-13,CHI,DET,CHI,DET,37.0,13.0
2011,10,2011-11-13,SF,NYG,SF,NYG,27.0,20.0
