Year,Week,EntryName,Primary_Archetype_AsOf,Picks_Used_So_Far,Team,Estimated_Pick_Pct,Entry_Alive_Prob_Entering_Week,Is_Upcoming_Week
2026,17,!!DNANA-10,EV Hunter,1,GB,0.39902247695913784,0.00026888492755796067,False
2026,17,!!DNANA-10,EV Hunter,1,CHI,0.1575284081763875,0.00026888492755796067,False
2026,17,!!DNANA-10,EV Hunter,1,BUF,0.1571314299654448,0.00026888492755796067,False
2026,17,!!DNANA-10,EV Hunter,1,HOU,0.08612874865467623,0.00026888492755796067,False
2026,17,!!DNANA-10,EV Hunter,1,SEA,0.07277287638824961,0.00026888492755796067,False
2026,17,!!DNANA-10,EV Hunter,1,LA,0.04786379161596875,0.00026888492755796067,False
2026,17,!!DNANA-10,EV Hunter,1,PHI,0.04176245613573366,0.00026888492755796067,False
2026,17,!!DNANA-10,EV Hunter,1,DEN,0.03778981210440171,0.00026888492755796067,False
2026,17,!!DNANA-6,EV Hunter,1,GB,0.39018750825584075,0.0002747212119084251,False
2026,17,!!DNANA-6,EV Hunter,1,BUF,0.20015606845755227,0.0002747212119084251,False
2026,17,!!DNANA-6,EV Hunter,1,CHI,0.13716530694023316,0.0002747212119084251,False
2026,17,!!DNANA-6,EV Hunter,1,HOU,0.08244911254094113,0.0002747212119084251,False
2026,17,!!DNANA-6,EV Hunter,1,SEA,0.06883277569271617,0.0002747212119084251,False
2026,17,!!DNANA-6,EV Hunter,1,LA,0.04663749104490392,0.0002747212119084251,False
2026,17,!!DNANA-6,EV Hunter,1,PHI,0.04083681108715197,0.0002747212119084251,False
2026,17,!!DNANA-6,EV Hunter,1,DEN,0.03373492598066061,0.0002747212119084251,False
2026,17,!!DNANA-7,EV Hunter,1,GB,0.39018750825584075,0.0002747212119084251,False
2026,17,!!DNANA-7,EV Hunter,1,BUF,0.20015606845755227,0.0002747212119084251,False
2026,17,!!DNANA-7,EV Hunter,1,CHI,0.13716530694023316,0.0002747212119084251,False
2026,17,!!DNANA-7,EV Hunter,1,HOU,0.08244911254094113,0.0002747212119084251,False
2026,17,!!DNANA-7,EV Hunter,1,SEA,0.06883277569271617,0.0002747212119084251,False
2026,17,!!DNANA-7,EV Hunter,1,LA,0.04663749104490392,0.0002747212119084251,False
2026,17,!!DNANA-7,EV Hunter,1,PHI,0.04083681108715197,0.0002747212119084251,False
2026,17,!!DNANA-7,EV Hunter,1,DEN,0.03373492598066061,0.0002747212119084251,False
2026,17,!!DNANA-8,EV Hunter,1,GB,0.39018750825584075,0.0002747212119084251,False
2026,17,!!DNANA-8,EV Hunter,1,BUF,0.20015606845755227,0.0002747212119084251,False
2026,17,!!DNANA-8,EV Hunter,1,CHI,0.13716530694023316,0.0002747212119084251,False
2026,17,!!DNANA-8,EV Hunter,1,HOU,0.08244911254094113,0.0002747212119084251,False
2026,17,!!DNANA-8,EV Hunter,1,SEA,0.06883277569271617,0.0002747212119084251,False
2026,17,!!DNANA-8,EV Hunter,1,LA,0.04663749104490392,0.0002747212119084251,False
2026,17,!!DNANA-8,EV Hunter,1,PHI,0.04083681108715197,0.0002747212119084251,False
2026,17,!!DNANA-8,EV Hunter,1,DEN,0.03373492598066061,0.0002747212119084251,False
2026,17,!!DNANA-9,EV Hunter,1,GB,0.39018750825584075,0.0002747212119084251,False
2026,17,!!DNANA-9,EV Hunter,1,BUF,0.20015606845755227,0.0002747212119084251,False
2026,17,!!DNANA-9,EV Hunter,1,CHI,0.13716530694023316,0.0002747212119084251,False
2026,17,!!DNANA-9,EV Hunter,1,HOU,0.08244911254094113,0.0002747212119084251,False
2026,17,!!DNANA-9,EV Hunter,1,SEA,0.06883277569271617,0.0002747212119084251,False
2026,17,!!DNANA-9,EV Hunter,1,LA,0.04663749104490392,0.0002747212119084251,False
2026,17,!!DNANA-9,EV Hunter,1,PHI,0.04083681108715197,0.0002747212119084251,False
2026,17,!!DNANA-9,EV Hunter,1,DEN,0.03373492598066061,0.0002747212119084251,False
2026,17,!!Sphincter-1,Planner,1,GB,0.43111511656576906,0.00027495980504722655,False
2026,17,!!Sphincter-1,Planner,1,BUF,0.18417965671214032,0.00027495980504722655,False
2026,17,!!Sphincter-1,Planner,1,CHI,0.16399489485416838,0.00027495980504722655,False
2026,17,!!Sphincter-1,Planner,1,HOU,0.08988134841833459,0.00027495980504722655,False
